Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Early-demographic dividend,EAR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1064.752672,1086.678484,1098.315784,1123.16398,1185.391198,1221.220157,1240.42222,1277.24913,1328.482542,1382.6511,1466.046975,1517.528015,1583.98408,1661.603963,1731.960943,1726.757721,1806.359678,1832.525682,1807.557229,1836.459289,1844.017343,1867.931955,1820.135969,1779.454144,1771.351922,1741.288803,1749.362702,1754.909337,1776.002717,1775.792192,1829.107352,1872.337066,1906.385908,1933.212288,1959.262851,1966.733388,2040.951004,2096.122175,2104.643624,2108.231442,2161.782069,2144.910149,2146.057553,2224.182108,2324.749627,2422.018416,2526.126135,2630.051863,2681.152172,2663.554334,2795.40526,2892.744364,2964.332022,3049.060129,3133.864821,3229.299011,3335.195904,3441.558331,3521.783898,3556.839621,3353.960572
Early-demographic dividend,EAR,Population density (people per sq. km of land area),EN.POP.DNST,,30.1747867,30.89696778,31.64196071,32.41072389,33.20265792,34.01742154,34.85702157,35.71767862,36.60092857,37.50654769,38.43452879,39.38494772,40.35900096,41.35301497,42.36698837,43.39969614,44.45268097,45.53401773,46.65515271,47.82234069,49.03740869,50.29595172,51.58932245,52.90464678,54.23321234,55.57153976,56.91936786,58.27119018,59.62117326,61.02986457,62.36999772,63.69925583,65.22010568,66.56139804,67.89624355,69.24158041,70.59355536,72.00578,73.34911663,74.68467227,76.00779524,77.31974034,78.62486596,79.62258387,80.92555985,82.23350087,83.54645687,84.86218835,86.17444616,87.48690107,88.79586208,90.08760905,91.37358076,92.65913332,93.89389083,94.97695299,96.23981777,97.49812742,98.7550399,100.0100584
East Asia & Pacific,EAS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1111.745079,1151.536769,1198.170687,1260.982221,1362.167755,1423.459937,1507.281457,1584.477668,1692.947176,1839.874552,1890.227376,1938.49179,2029.795105,2136.634866,2110.471192,2147.885335,2201.570284,2285.786573,2381.701857,2484.682092,2541.100291,2619.595041,2684.995451,2757.709474,2885.852901,3006.101615,3105.750914,3248.193575,3441.675085,3561.399772,3687.566737,3809.88081,3918.267879,4030.894934,4188.536041,4373.606545,4566.014626,4697.969731,4668.328571,4794.912302,5006.548071,5126.03693,5306.108106,5524.934318,5805.094817,6102.320474,6449.04782,6882.63111,7134.018968,7266.533749,7767.240561,8134.472251,8488.116139,8863.585212,9214.653365,9579.474371,9955.701444,10384.90449,10809.66589,11189.25326,11126.28789
East Asia & Pacific,EAS,Population density (people per sq. km of land area),EN.POP.DNST,,42.70504454,43.29686035,44.3511098,45.39072963,46.47381,47.69730137,48.87424202,50.10414604,51.41439028,52.76225641,54.17978777,55.48328179,56.74700157,57.95177423,59.04607309,60.051901,60.98865481,61.92095949,62.87080549,63.80258284,64.76732517,65.82801113,66.88694921,67.89808115,68.92885503,70.0171849,71.16615297,72.3261043,73.46037087,74.56617867,75.62995065,76.6288599,77.59102862,78.54797909,79.48417297,80.41266722,81.31981208,82.19507711,83.01120448,83.83779657,84.58482094,85.29376426,85.96752935,86.6170951,87.25955638,87.89765954,88.51319249,89.14151267,89.75301393,90.35964799,91.00210971,91.72832574,92.4484302,93.15148297,93.80985358,94.17795249,94.84451103,95.42823208,95.93758105,96.35187998
East Asia & Pacific (excluding high income),EAP,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,320.4732179,277.4248642,271.9736663,282.1159374,305.3491919,329.6660339,346.5632378,332.8355487,329.6523754,357.444224,394.496793,409.9278095,419.4730366,443.5775525,451.0188626,472.0988416,476.8835851,505.3048059,543.3553956,573.0778756,606.9289142,631.1248306,660.4630396,699.4726244,757.2040462,804.2315089,847.6435583,909.245688,980.9979449,1019.356967,1054.983636,1122.702179,1230.945205,1352.078844,1480.670009,1606.602515,1730.985383,1836.087574,1867.752344,1966.263481,2095.722873,2221.427431,2379.636211,2571.039418,2783.182307,3036.848927,3347.969931,3739.136788,4032.395126,4323.568413,4719.404258,5089.106025,5428.342368,5775.77205,6129.016769,6488.666968,6863.891471,7268.468197,7691.302172,8089.029905,8161.299604
East Asia & Pacific (excluding high income),EAP,Population density (people per sq. km of land area),EN.POP.DNST,,56.02731859,56.77485102,58.22932823,59.66117421,61.15608454,62.87477398,64.53724759,66.26024838,68.08960449,69.97549154,71.9012253,73.71782035,75.47472238,77.13637021,78.64525386,80.03696107,81.32837115,82.61757801,83.92603754,85.2139914,86.54785953,88.02969388,89.51986434,90.9431369,92.41124884,93.97532938,95.63295678,97.30999528,98.9459567,100.544547,102.0700235,103.5041281,104.8853251,106.2559967,107.5983747,108.9167618,110.2195907,111.4746374,112.6553467,113.8742382,114.9376989,115.9562372,116.9330716,117.8816495,118.8241876,119.7397101,120.6249978,121.5067687,122.3820729,123.25616,124.1954694,125.258921,126.3186798,127.347308,128.2984062,128.7317028,129.7165045,130.5722981,131.3229381,131.9544052
East Asia & Pacific (IDA & IBRD countries),TEA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,324.1784923,280.7107506,275.2105085,285.4391608,308.9199335,333.5064396,350.5881104,336.7069038,333.4977374,361.6221473,399.1121911,414.724679,424.3903731,448.7861644,456.3206384,477.6525454,482.4905919,511.2360092,549.7136165,579.7622691,613.995584,638.46677,668.1339546,707.5893541,765.9916463,813.5580497,857.4508949,919.7280088,992.2662898,1031.036035,1067.055263,1135.553906,1245.065689,1367.629539,1497.730376,1625.125229,1750.925308,1857.192938,1889.165241,1988.756875,2119.664994,2246.792511,2406.805134,2600.419659,2815.015814,3071.584997,3386.247857,3781.816692,4078.329729,4372.715639,4772.939769,5146.697978,5489.574299,5840.70965,6197.716592,6561.191006,6940.400998,7349.256383,7776.610065,8178.63449,8251.638731
East Asia & Pacific (IDA & IBRD countries),TEA,Population density (people per sq. km of land area),EN.POP.DNST,,55.71710376,56.45731299,57.91061853,59.33965232,60.82918671,62.54089673,64.19341524,65.90505634,67.72303813,69.59800637,71.51319015,73.31846606,75.06439514,76.71603797,78.21602411,79.60062798,80.88657535,82.17171094,83.47622372,84.75900882,86.08662489,87.56217699,89.04534695,90.46096287,91.9220625,93.48033236,95.13313408,96.80542477,98.43575723,100.0275695,101.541744,102.9659713,104.336885,105.6982227,107.0328043,108.3453025,109.6439686,110.8957742,112.0731072,113.2881998,114.3468194,115.359996,116.3313801,117.275116,118.2139748,119.1269412,120.0105418,120.89133,121.7658389,122.6389657,123.5775479,124.6410286,125.7006861,126.7290176,127.6795229,128.1108857,129.095454,129.950202,130.6992034,131.3283734
Euro area,EMU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,15562.8352,16061.43661,16734.01237,17650.96237,18114.79591,17882.18404,18697.28195,19197.27771,19716.85895,20396.62666,20747.55775,20776.52811,20867.40414,21114.95902,21580.95808,22038.31688,22534.79592,23041.98019,23954.03641,24829.68813,25606.61099,26170.68,26418.80823,26136.88754,26702.12583,27277.93373,27667.16613,28348.36926,29147.38126,29933.8969,30988.80738,31547.60618,31688.98001,31732.62912,32282.28847,32655.60516,33553.36818,34381.36977,34356.70316,32697.16346,33330.97385,33977.73424,33617.2913,33429.57458,33781.94862,34374.49361,34913.26167,35748.56927,36322.59977,36858.37551,34434.39809
Euro area,EMU,Population density (people per sq. km of land area),EN.POP.DNST,,99.90737681,100.8365512,101.7867661,102.723038,103.6516905,104.517074,105.2658798,105.9720222,106.6858896,107.2683437,107.8598805,108.5883006,109.2802913,109.9053247,110.4793313,110.9776105,111.4232579,111.8757998,112.3359638,112.8234195,113.2565282,113.5668462,113.7970793,113.987685,114.203713,114.4885497,114.8050656,115.1889206,115.6821714,116.2142273,116.7539338,117.2967765,117.7777494,118.1208233,118.4254399,118.7326245,119.017692,119.270023,119.5798118,119.998517,120.4843739,121.0519149,121.6885516,122.3767654,123.0172989,123.6224314,124.2631653,124.8970446,125.3073886,125.5387919,125.2755063,125.5384624,125.9000457,126.3363978,126.7476872,127.1004161,127.3755199,127.4875039,127.6004267,127.8493378
Europe & Central Asia,ECS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,10442.94645,10745.71884,11162.80265,11741.40512,11904.41874,11754.26848,12218.14445,12480.44235,12797.31042,13190.3903,13276.1647,13251.52846,13297.67523,13483.36,13759.08723,14061.09708,14361.34818,14714.44942,15246.55418,15693.36743,15981.33026,15977.25853,15829.30012,15656.01482,15809.69694,16121.05166,16379.94094,16858.21816,17272.2628,17746.69572,18482.71793,18863.0795,19136.73387,19425.65688,19983.98057,20451.89695,21181.82466,21866.48369,21996.89461,20946.13888,21419.70399,21870.72543,21858.95302,21950.19842,22256.1008,22619.69884,22958.90287,23509.548,23930.80278,24289.05986,22867.92516
Europe & Central Asia,ECS,Population density (people per sq. km of land area),EN.POP.DNST,,24.62261361,24.91276406,25.20532247,25.4953351,25.77699702,26.02379306,26.26386661,26.49457872,26.72013943,26.92536235,27.13039109,27.35465988,27.57282483,27.78350239,27.98792789,28.18894191,28.38219138,28.57319222,28.76514883,28.96195938,29.15402462,29.32865399,29.49521618,29.66892317,29.84546234,30.02699045,30.2108073,30.39511625,30.57457043,30.7242031,30.86510339,30.99206625,31.10929337,31.19176274,31.24662876,31.29689342,31.26542345,31.30389492,31.33314251,31.37711448,31.41773212,31.47566108,31.55816506,31.65263884,31.74925638,31.85263743,31.96756029,32.10161207,32.22955139,32.35379693,32.43529422,32.57347208,32.72745387,32.88564845,33.02476286,33.17733433,33.31351792,33.44632924,33.54744027,33.64383526
Europe & Central Asia (excluding high income),ECA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5448.130994,5336.394436,5022.94702,4472.64941,4210.375988,3769.949891,3717.639871,3720.709818,3802.403413,3739.484532,3820.971874,4126.688055,4245.659309,4483.019605,4778.751727,5176.403967,5542.556549,5987.162287,6440.623723,6713.239374,6303.352272,6586.310119,6944.516371,7172.696024,7415.786402,7527.828942,7557.499695,7644.22033,7915.482957,8131.128601,8282.014653,8125.930019
Europe & Central Asia (excluding high income),ECA,Population density (people per sq. km of land area),EN.POP.DNST,,12.32062319,12.51088337,12.70195457,12.89251563,13.08016156,13.23855897,13.39995465,13.55753522,13.71206751,13.8670306,14.02182275,14.17639572,14.329984,14.48433819,14.63959815,14.80166457,14.96110441,15.11877729,15.27549042,15.43486741,15.59769913,15.75475543,15.91049932,16.07706815,16.24333777,16.40854773,16.57407823,16.73354625,16.87735987,16.97972486,17.06993552,17.1444967,17.20873053,17.24592908,17.26128641,17.27749613,17.29267713,17.30121036,17.29436869,17.30383297,17.29255319,17.27898911,17.28621883,17.30213477,17.32054054,17.34808298,17.37949936,17.43226046,17.50515868,17.59521682,17.69352348,17.79301986,17.90348524,18.0146907,18.11492265,18.22379485,18.32572747,18.42439729,18.50738286,18.57164143
Europe & Central Asia (IDA & IBRD countries),TEC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5468.572086,5357.667377,5037.327859,4544.672368,4319.951586,3939.806805,3926.215253,3964.487656,4077.20561,4048.49483,4148.915083,4459.542792,4579.801185,4812.997217,5108.785195,5506.327551,5866.648808,6319.411434,6790.551236,7073.735835,6717.694911,7005.710127,7371.75374,7586.58832,7815.606941,7948.630707,8019.893846,8133.786277,8434.36666,8692.284487,8887.946016,8703.176816
Europe & Central Asia (IDA & IBRD countries),TEC,Population density (people per sq. km of land area),EN.POP.DNST,,13.61047943,13.81399988,14.02086376,14.22819017,14.42738233,14.59484243,14.76822334,14.93786259,15.10211314,15.26058183,15.41894578,15.58375512,15.74888682,15.91568758,16.08405475,16.25943556,16.43185875,16.6000072,16.76709129,16.93838964,17.1132721,17.28327242,17.4524474,17.63179907,17.80931399,17.98384608,18.15677911,18.3212096,18.46930908,18.57699064,18.66781933,18.74139201,18.81019222,18.85291588,18.86912484,18.88358907,18.89861805,18.90737452,18.89917501,18.88959585,18.87076095,18.85683101,18.86291133,18.87752119,18.89514302,18.92150074,18.95150398,19.00371358,19.07640601,19.15988232,19.25691869,19.35429289,19.46150856,19.56852495,19.6635357,19.76870799,19.86707202,19.96332987,20.04361989,20.10544095
European Union,EUU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,13277.62343,13686.89665,14242.88052,15001.68597,15371.37005,15178.81,15835.66578,16211.77353,16629.90975,17198.1269,17476.50419,17494.05496,17578.50802,17786.52548,18188.26575,18571.53822,18998.95842,19420.42196,20163.30962,20882.28843,21516.40656,21851.3245,22040.41192,21842.79455,22366.33143,22918.48754,23311.58385,23894.10393,24580.52388,25263.5619,26217.43221,26752.35121,26987.28839,27135.6554,27734.74065,28168.35428,29057.95463,29874.16604,29969.43055,28598.67009,29201.24673,29796.75618,29542.68889,29461.60137,29851.13884,30474.49755,31020.65174,31843.53277,32448.28844,33017.06357,31008.74762
European Union,EUU,Population density (people per sq. km of land area),EN.POP.DNST,,89.9572771,90.75787221,91.58626488,92.41930701,93.21479076,93.96627586,94.68588815,95.35768668,96.01027155,96.53675676,97.05402153,97.70448987,98.33663975,98.94326602,99.5377868,100.0787931,100.5671018,101.0284956,101.4741059,101.9319582,102.351336,102.6873966,102.958034,103.1969177,103.4451258,103.7329927,104.0389951,104.3769383,104.7577566,105.1089363,105.4191364,105.7263823,106.0711735,106.3345757,106.5364033,106.7073555,106.8700311,107.0140365,107.1912229,107.3369052,107.4929064,107.7715974,108.1428333,108.5547584,108.9482454,109.3204876,109.6897413,110.0571537,110.2924327,110.4090444,110.216616,110.5258615,110.7564718,110.9977963,111.2567038,111.4820043,111.6574325,111.7393242,111.8096871,111.9609214
Fragile and conflict affected situations,FCS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,1009.839918,1119.902796,1242.867132,1330.144528,1335.188623,1357.174978,1450.405868,1402.087006,1462.531603,1484.923839,1431.614251,1479.388505,1532.412177,1430.115006,1376.76973,1277.377304,1240.886054,1253.747662,1248.140608,1267.218987,1281.982321,1234.732268,1329.381704,1199.073846,1195.185516,1177.85931,1154.442734,1148.128406,1185.335897,1216.965438,1271.634921,1290.202068,1328.935073,1349.13534,1378.541668,1342.460277,1458.01628,1514.937948,1572.727725,1633.406761,1689.564196,1743.725841,1824.408338,1785.78423,1831.522005,1870.262051,1893.010539,1878.713408,1876.39655,1870.110547,1879.183947,1893.426901,1762.505521
Fragile and conflict affected situations,FCS,Population density (people per sq. km of land area),EN.POP.DNST,,10.6887696,10.93983578,11.20055381,11.47072972,11.75026959,12.03930114,12.33812511,12.64683573,12.96570676,13.29497831,13.63423139,13.9837303,14.34458041,14.71891409,15.10731893,15.51074627,15.92833415,16.35622781,16.78910579,17.22325654,17.65831292,18.09622929,18.53934367,18.99086846,19.4539796,19.92717313,20.41163893,20.91603199,21.4512773,22.12028395,22.73963409,23.39993446,24.20705275,24.89713758,25.57435564,26.23261068,26.87842549,27.51465189,28.16556534,28.85526259,29.58415064,30.34487684,31.13266617,31.7323296,32.54610173,33.37090116,34.20877941,35.06721976,35.95055378,36.84715295,37.76958618,38.71595563,39.6784709,40.64583345,41.61202277,42.57436516,43.53776878,44.54081423,45.55602185,46.62131016
Heavily indebted poor countries (HIPC),HPC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,698.5632272,733.0147146,737.577269,742.4127052,751.6536562,752.8570145,747.1189893,760.3534531,776.0470754,789.7272384,803.3544541,794.0767309,798.8997569,821.4342999,816.6531088,828.4540589,838.4204027,835.0493885,817.896762,798.7995302,803.768789,788.93807,773.1419178,761.4521274,752.0360341,755.5805466,759.7862111,746.4342352,740.487202,715.990762,698.6291493,672.6008661,656.3440832,637.3359671,649.8942686,664.0498698,676.1258064,680.3345012,681.9037082,681.5694425,688.4699338,691.4950773,697.7447223,716.5590683,735.6279077,757.3706513,776.9156752,798.4071466,805.3881492,830.9390371,843.9442868,852.8954884,876.8474271,902.1507383,919.2472643,933.573275,953.535252,968.0240466,983.7264613,961.3678172
Heavily indebted poor countries (HIPC),HPC,Population density (people per sq. km of land area),EN.POP.DNST,,8.294900591,8.49498822,8.703187885,8.919874219,9.145349113,9.379745879,9.623078494,9.875309485,10.13634777,10.40609441,10.68455307,10.97170103,11.26733151,11.57140505,11.88341478,12.20384545,12.53297389,12.8696681,13.21239126,13.56042865,13.91366379,14.27368104,14.64367976,15.0278976,15.42974133,15.84946918,16.28718891,16.74580439,17.22868239,17.73768496,18.27550246,18.8403103,19.52271936,20.11684819,20.71076226,21.30094803,21.89094829,22.48876841,23.10606734,23.75127971,24.42763548,25.13264656,25.862164,26.43751464,27.19341272,27.96155611,28.74459933,29.54658903,30.37332785,31.22792523,33.16160242,34.10554943,35.07772998,36.07601791,37.09836275,38.14507874,39.2154757,40.30693542,41.41626049,42.54100365
High income,HIC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,11509.02848,11859.22887,12370.57041,12862.20983,13511.05314,14085.16655,14754.76524,15242.34978,15995.87863,16685.79211,17024.91202,17479.62212,18261.59152,19224.83955,19234.90204,19039.59308,19851.16395,20477.52515,21173.50812,21857.1905,21947.97676,22182.11271,21982.66506,22440.62816,23333.36921,23999.28108,24626.05163,25310.82591,26340.77215,27172.96922,27802.15164,27976.84736,28420.18845,28577.00698,29299.51365,29884.15831,30594.5985,31459.48774,32152.54269,33049.13407,34197.06348,34474.5902,34788.01289,35342.68562,36296.19205,37101.17459,37983.91684,38724.47599,38559.28138,37049.36062,37903.99963,38457.43365,38760.60443,39113.34774,39716.96375,40474.32281,40976.57639,41738.36598,42519.21516,43095.6561,41021.61862
High income,HIC,Population density (people per sq. km of land area),EN.POP.DNST,,22.06177229,22.3475129,22.63115626,22.91215228,23.18271491,23.4358858,23.67305888,23.90806252,24.14790142,24.38594546,24.67255843,24.92360108,25.16705322,25.40606896,25.63808532,25.85330094,26.06578442,26.28001129,26.50476207,26.72359316,26.94159856,27.14887902,27.34340357,27.52873198,27.71381651,27.90368117,28.09547479,28.29125343,28.49952038,28.72062149,28.96324325,29.14518782,29.37565655,29.59025786,29.83919877,30.04278365,30.18203344,30.37539628,30.56703242,30.7545901,30.95481506,31.16112783,31.36473773,31.58032033,31.80159401,32.04300721,32.2967212,32.5812748,32.82216373,33.03781546,33.19401247,33.3941533,33.58997489,33.79135016,33.98917924,34.17607858,34.3501535,34.50838286,34.64728596,34.76559461
IBRD only,IBD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,963.9644714,964.6111757,977.6468666,999.6646189,1055.890932,1094.796572,1128.76967,1149.416313,1190.892725,1256.174018,1322.667992,1375.247578,1433.618617,1503.896251,1555.546782,1592.939594,1657.294153,1699.614244,1733.897722,1783.490166,1834.776304,1844.269026,1863.461182,1863.632915,1920.791128,1970.743045,2016.200263,2079.706054,2125.116666,2154.560397,2159.511398,2150.967752,2153.816987,2202.881334,2251.703944,2310.737859,2405.341691,2499.552593,2531.705834,2594.035519,2714.973857,2781.105323,2877.2511,3016.08974,3214.189267,3410.456698,3655.654767,3945.192629,4139.028402,4216.898206,4503.404133,4744.772752,4946.753917,5157.964621,5351.660524,5534.678566,5738.42536,5981.067695,6217.055814,6412.33097,6269.149379
